Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Status
301029-mendi,301029 Mendi - Light Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Light Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Light Green, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Mendi,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Mendi - Light Green,FALSE,301029 Mendi - Light Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Light Green
Work: Embroidery Sequence Work
Pat",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301029-black,301029 Black - Black,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Black, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Black,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Black - Black,FALSE,301029 Black - Black,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Black
Work: Embroidery Sequence Work
Pattern: ",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301029-dpink,301029 Dpink - Dark Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Dark Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Dark Pink, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Dpink,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Dpink - Dark Pink,FALSE,301029 Dpink - Dark Pink,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Dark Pink
Work: Embroidery Sequence Work
Patte",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301029-maroon,301029 Maroon - Maroon,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Maroon</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Maroon, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Maroon,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Maroon - Maroon,FALSE,301029 Maroon - Maroon,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Maroon
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301029-purple,301029 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Purple,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Purple - Purple,FALSE,301029 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301030-rama,301030 Rama - Turquoise Blue,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Turquoise Blue</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Turquoise Blue, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301030_Rama,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301030 Rama - Turquoise Blue,FALSE,301030 Rama - Turquoise Blue,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Turquoise Blue
Work: Embroidery Sequence Work
",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301030-maroon,301030 Maroon - Maroon,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Maroon</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Maroon, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301030_Maroon,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301030 Maroon - Maroon,FALSE,301030 Maroon - Maroon,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Maroon
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301030-dpink,301030 Dpink - Dark Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Dark Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Dark Pink, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301030_Dpink,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301030 Dpink - Dark Pink,FALSE,301030 Dpink - Dark Pink,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Dark Pink
Work: Embroidery Sequence Work
Patte",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301030-purple,301030 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301030_Purple,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301030 Purple - Purple,FALSE,301030 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301031-dpink,301031 Dpink - Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Pink, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301031_Dpink,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301031 Dpink - Pink,FALSE,301031 Dpink - Pink,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Pink
Work: Embroidery Sequence Work
Pattern: E",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301031-rama,301031 Rama - Turquoise Blue,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Turquoise Blue</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Turquoise Blue, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301031_Rama,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301031 Rama - Turquoise Blue,FALSE,301031 Rama - Turquoise Blue,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Turquoise Blue
Work: Embroidery Sequence Work
",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301031-purple,301031 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301031_Purple,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301031 Purple - Purple,FALSE,301031 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
